,0,1,2,3,4,5,6,7,8,9,10,11
60,6.972673756,7.205454303,2.168214209,0.250148788,28.33986768,752.8685596,753.4005848,86.88512886,1.491543619,17.70955006,25.82212139,244.0752834
61,6.555020655,7.439549016,2.007265969,0.267745451,27.99761147,753.3805059,753.9191904,87.83754635,1.408588077,17.6815418,25.67587167,203.398621
62,6.347225341,7.393762559,1.897875037,0.255995355,27.82619982,753.7706136,754.3055093,88.21957348,1.38729676,17.70852409,25.58481714,187.5600841
63,6.385347353,7.025647895,1.869319737,0.208841042,27.8717307,754.0278281,754.5474451,88.0002905,1.441177292,17.790528,25.59028268,203.7839301
64,6.420064074,6.535561659,1.842109772,0.15223033,28.00565159,754.1927878,754.6921718,87.70071352,1.514624431,17.91679629,25.66857469,212.5724706
65,6.547210127,5.824736665,1.842637877,0.075839821,28.30037301,754.20595,754.6766588,87.08994292,1.630808712,18.09878247,25.84523194,226.7934393
66,6.607868841,5.499390465,1.869661456,0.073220898,28.30011063,754.6896886,755.1479245,85.56190593,1.684118768,18.32939139,25.49890062,215.4276648
67,6.572005382,5.619886389,1.917136316,0.155120997,27.96527926,755.6850066,756.1493061,83.06737429,1.661909774,18.61140653,24.57543878,171.8651061
68,6.594894972,5.810468074,2.010044968,0.268555198,27.58203598,756.8367582,757.3108855,79.6937441,1.634679193,18.95969821,23.39878124,121.0795268
69,6.635185323,6.232529007,2.148376924,0.439987611,27.03263471,758.3037567,758.7980446,75.24116716,1.573888666,19.37591958,21.79813091,53.75532535
70,6.643341415,6.512427232,2.199911655,0.515656405,26.39956586,759.4089146,759.9198562,73.69010084,1.565464213,19.4980829,20.81370156,21.78291021
71,6.632889613,6.601039846,2.157768968,0.480447639,25.70267932,760.0752988,760.5976693,75.35855019,1.621183434,19.29417375,20.54360219,31.89740147
72,6.596024007,6.81554098,2.086115154,0.430971632,24.80195237,760.7582483,761.2991433,78.16126078,1.675881895,18.9378785,20.34226725,51.49528864
73,6.523847209,7.063091004,1.95051147,0.326603605,23.71203496,761.2779774,761.8411975,83.17322545,1.752378989,18.32726931,20.48337072,95.20086315
74,6.5076432,7.340359142,1.823032158,0.290993641,22.64780026,761.8269354,762.39933,84.93140605,1.792562972,18.14565176,19.87911272,106.0017694
75,6.550164321,7.680835412,1.70915164,0.340126274,21.60132458,762.4466846,763.0148587,82.91581126,1.785714771,18.45251396,18.3968896,77.52721198
76,6.600031645,8.015579464,1.543640852,0.380629526,20.47292853,762.8918481,763.4479822,80.67216151,1.778064696,18.8306698,16.78486053,49.77948314
77,6.67874378,8.351389928,1.341557522,0.444853206,19.30882922,763.2066303,763.7384292,76.78463621,1.75299353,19.45824514,14.75161144,7.909933571
78,6.755587889,8.649891982,1.212445833,0.457665358,18.27994483,763.6156459,764.1360577,75.09411524,1.728537194,19.49835396,13.3344732,-12.20736569
79,6.825366742,8.893199677,1.158108964,0.40430517,17.40187934,764.1002519,764.6238246,76.15994665,1.709559075,18.85206291,12.67795178,-4.411513615
80,6.920247526,9.103579441,1.136378329,0.346649914,16.63196338,764.5791772,765.1042939,76.97332802,1.673168819,18.06616392,12.04520979,2.026348561
81,7.032943863,9.26266181,1.175387457,0.263046023,16.02481318,765.0985146,765.6296877,78.5567167,1.624082873,16.91376436,11.72063045,16.99514764
82,7.05882798,9.483350912,1.137258743,0.206011381,15.36222081,765.3470973,765.87967,79.47703929,1.614513423,16.24196942,11.24758367,31.1049063
83,6.991766121,9.772219646,1.012090451,0.185294135,14.64161423,765.2955116,765.8229145,79.35098116,1.646322277,16.15752146,10.54105187,41.09503657
84,6.875899171,10.0553368,0.890819252,0.157588782,14.02417906,765.1268548,765.6518218,79.69618291,1.698177699,16.06407748,10.06224959,59.67066521
85,6.682564435,10.35969245,0.739745122,0.137745076,13.46629311,764.7579624,765.2808023,80.09495921,1.783820602,16.18850907,9.695051426,84.09872112
86,6.605438253,10.40545645,0.685125437,0.115036402,13.27495224,764.6853096,765.2081883,79.97128809,1.771999332,16.41718815,9.51878387,89.60984007
87,6.660218494,10.15876604,0.745809486,0.085118983,13.50200901,764.9626166,765.4890317,79.43608203,1.651137924,16.7053067,9.600950417,75.51250603
88,6.72875245,9.772034779,0.83527918,0.065678582,13.97638802,765.2832224,765.8139871,78.42380928,1.495603005,17.3008576,9.820943851,51.44243043
89,6.860884824,9.16432107,0.989274169,0.05372997,14.79423143,765.7817529,766.3185734,76.81005826,1.270232179,18.18234834,10.22177734,10.91767703
90,6.933605228,8.693682433,1.144260936,0.046492541,15.66739943,765.5745195,766.1135942,76.7679302,1.160336498,18.37989543,11.05335168,-10.27865254
91,6.93023255,8.392040799,1.290661759,0.046742716,16.5754247,764.5637249,765.1005024,78.4368545,1.185280883,17.84896863,12.33516781,-9.486936555
92,6.95143627,8.014826563,1.490295288,0.05404802,17.7482694,763.2828809,763.8162743,80.67079853,1.226638844,17.04483439,13.99514292,-9.598891747
93,6.965824144,7.651868055,1.727870035,0.069029487,19.1214622,761.489236,762.0165819,84.03566421,1.333670926,15.71568757,16.10911407,-1.706511439
94,6.962642047,7.341804756,1.885147779,0.080629147,20.46680384,760.0555634,760.5795273,85.99237444,1.43306893,15.28914042,17.87900383,11.09358276
95,6.950373165,7.072654998,1.958150953,0.088069286,21.78765235,759.0785267,759.6023617,86.28701256,1.513026323,15.89428745,19.24657812,27.25900762
96,6.909269685,6.900402142,1.991599652,0.097684566,23.14562484,757.9300516,758.4530694,86.61670149,1.650962476,16.6323675,20.66484759,55.67641401
97,6.837674064,6.838954681,1.953931374,0.106607671,24.48194952,756.8344719,757.3573368,86.32453418,1.829798405,17.8736949,21.92666839,95.92128384
98,6.800238092,6.698429582,1.924717257,0.107908288,25.53762086,756.0622001,756.5837234,85.84396911,1.896388474,18.6393249,22.86843536,114.5399976
99,6.797517437,6.482379728,1.906518088,0.100980334,26.26991212,755.597139,756.1156333,85.30972939,1.846419727,18.79331997,23.47966479,110.2708558
100,6.796216476,6.301035617,1.831692151,0.086537989,26.74215362,755.4985481,756.0142911,83.96108414,1.740663942,19.11338434,23.65337546,99.22561564
101,6.811298758,6.115102659,1.715624045,0.062231614,26.86108005,755.84958,756.3623093,81.88803661,1.539137584,19.34424862,23.31711804,72.93195085
102,6.829061347,6.188983043,1.713330013,0.056417929,27.24628224,755.7244111,756.2358922,81.1209119,1.482575686,19.36946235,23.52952358,69.39543809
103,6.847306286,6.558590121,1.830668821,0.070848272,27.92415695,755.0910655,755.6034934,81.71265935,1.589815931,19.24352656,24.32772264,92.16110376
104,6.884927906,7.071681183,2.003707666,0.089576777,28.49967892,754.4823922,754.9965808,82.73528426,1.710478241,18.81361808,25.11732783,115.8318308
105,6.939458884,7.805487741,2.273433545,0.119813611,29.11689344,753.6789147,754.1963253,84.69758991,1.905571132,18.05065617,26.15219732,150.0950862
106,6.964126738,8.091226213,2.350586199,0.132277399,29.41987864,753.3251251,753.8448555,85.94141782,1.968643814,17.65577053,26.71494881,182.8410356
107,6.957913113,7.863017481,2.211089175,0.123670355,29.34446938,753.5103061,754.031212,86.32819323,1.871890686,17.64414794,26.71136716,211.3814783
108,6.942108546,7.506842139,2.028992435,0.113987641,29.17072565,753.7518258,754.274492,87.09264928,1.763771591,17.64365067,26.68967613,249.5182303
109,6.905079512,6.840658114,1.729159404,0.0955179,28.79758515,754.2217629,754.7461801,87.84074626,1.588557616,17.82012978,26.46285407,294.1847283
110,6.917839797,6.500648885,1.534209848,0.094538336,28.63493396,754.0981519,754.6240062,87.91374379,1.516515244,17.9163697,26.31208183,312.6501308
111,6.986994138,6.553801151,1.471959957,0.114817311,28.74299427,753.2631441,753.7902254,87.3593618,1.5737851,17.89671153,26.30920909,303.5474428
112,7.068885713,6.537091071,1.372628935,0.137471952,28.84229088,752.2460414,752.7738029,86.18370212,1.632894048,18.0210601,26.16894778,280.1142899
113,7.182188702,6.611288931,1.29364645,0.169730056,29.04882434,750.8112734,751.33908,84.21155145,1.740866249,18.23124999,25.97324542,233.6038289
114,7.275805539,6.630802264,1.292416963,0.182068749,29.0437264,750.3981467,750.9249514,83.19962488,1.762343164,18.3247521,25.76277324,203.1749663
115,7.343174978,6.545431808,1.361219294,0.170443704,28.78464603,751.1636306,751.6882039,83.2327219,1.675627811,18.31887033,25.51166959,191.5231622
116,7.424575888,6.554035585,1.520060403,0.154947603,28.52489363,752.218702,752.7398785,83.29975765,1.584588146,18.27177847,25.26772697,171.9760337
117,7.506926252,6.614974536,1.785353229,0.127386364,28.18220703,753.9546052,754.4710025,83.83013599,1.451704124,18.1398007,25.03630245,153.9163999
118,7.604152503,6.615472631,1.91347044,0.108532149,27.99977741,754.9790856,755.4992755,82.54778084,1.434107079,18.20328017,24.55092504,129.3492995
119,7.721232891,6.573690862,1.89395744,0.101304399,28.02488501,755.1296161,755.6630808,79.18336892,1.554733208,18.4832907,23.79944922,95.43923878
120,7.841172085,6.513406472,1.860765254,0.088717126,28.07772334,755.4075217,755.958818,75.16420819,1.707890046,18.8104042,22.91440931,63.37959371
121,7.968367862,6.413849071,1.754079229,0.076141543,28.23123846,755.4503179,756.0267995,69.86438703,1.938166186,19.25589344,21.82795887,30.89248111
122,7.930787611,6.495606492,1.738409771,0.063642153,27.96732526,755.9711884,756.5575618,68.03024346,2.023163704,19.46158496,21.15414464,11.73033782
123,7.708689767,6.777048652,1.833699801,0.049654704,27.2259548,757.1104364,757.6893314,70.18165411,1.936804643,19.38466558,20.9541247,9.021515067
124,7.386040754,7.138123332,1.911713439,0.038433627,26.31604832,758.2316548,758.7989538,73.53661924,1.823321688,19.25395666,20.87987695,14.78273435
125,6.912130744,7.637921731,2.014057702,0.029789878,25.09307212,759.5328986,760.0784342,79.40895959,1.622303906,18.97131993,21.09972316,33.7324804
126,6.628576366,7.863439682,2.024900757,0.037222125,23.96769361,760.61665,761.1499624,81.18225439,1.535102298,18.87936027,20.43157489,39.58460233
127,6.564283476,7.773009817,1.920966738,0.0631344,22.98371487,761.382741,761.9155737,78.16768937,1.587279512,19.01963987,18.75486863,30.22725027
128,6.509863906,7.613620025,1.789555291,0.101306901,21.81655718,762.1796462,762.7091065,74.66227171,1.631224643,19.14426046,16.77658924,22.79003019
129,6.55382222,7.273702156,1.595773131,0.156251374,20.56643325,762.8836187,763.4118182,68.91841734,1.720070555,19.34307676,14.17663509,10.66925686
130,6.577353135,7.311711701,1.489510621,0.179377184,19.70796868,763.3654716,763.89244,66.34985667,1.743465788,19.3804761,12.71841238,5.385765944
131,6.56125191,7.788921871,1.489732818,0.16662049,19.25806616,763.6345522,764.158951,67.69176485,1.680091397,19.21577166,12.59379637,9.070856912
132,6.637958515,8.343998324,1.494505304,0.145412582,19.0717546,763.6403631,764.1658898,68.89586661,1.626156365,19.03449677,12.69034205,10.82097627
133,6.78087046,9.126340616,1.544626656,0.102825688,19.2816061,763.3410778,763.8708138,71.40419854,1.550869279,18.77053214,13.48330251,13.65989216
134,6.85870435,9.495847599,1.572155707,0.091673526,19.1240661,763.3830337,763.9133814,73.03325654,1.514118555,18.4795229,13.71346133,16.45697509
135,6.879071887,9.373219422,1.565623737,0.117533153,18.55623004,763.7951576,764.3228317,73.27805408,1.530535835,18.17970085,13.21878153,17.85742846
136,6.888010877,9.188693807,1.592534559,0.144071961,18.06893908,764.2223194,764.7469049,74.37227326,1.546547011,17.78811876,13.00934097,20.7045958
137,6.856521646,8.768501758,1.636098696,0.184962963,17.47998785,764.8239888,765.3436411,75.71116667,1.58037892,17.31921702,12.76504845,24.34014735
138,6.867359642,8.575162573,1.720480873,0.209712361,17.16627485,764.9871539,765.5100961,76.14268665,1.602092605,17.25699635,12.57119615,23.82575314
139,6.92577812,8.674313035,1.85701596,0.213036248,17.19849996,764.6413004,765.1767966,75.80718815,1.604634679,17.63706393,12.53011569,19.0135429
140,6.967919582,8.697238635,2.022601642,0.220717545,17.25365907,764.2103125,764.7617523,74.77289625,1.617991922,18.24142197,12.34853214,11.60716564
141,7.012105585,8.765274033,2.227336192,0.22446481,17.43625466,763.532846,764.1063686,72.77564345,1.633661646,19.20447998,12.06384166,0.280997716
142,7.030118699,8.728876876,2.336427484,0.22073504,17.77421283,762.911407,763.4911872,73.17855838,1.619380091,19.24617708,12.46133705,-1.8004054
143,7.011818437,8.541363773,2.335796311,0.211429784,18.24258277,762.4008687,762.9687874,76.20275897,1.575070831,18.25185111,13.56555253,6.43342928
144,6.983298656,8.371465877,2.298832564,0.191384285,18.91531956,761.7222226,762.2729316,80.01093243,1.509011971,16.94909603,15.03002323,17.52954035
145,6.934382943,8.173525428,2.187684129,0.159775391,19.7984522,760.9555483,761.4776659,85.47206997,1.412563296,14.99423295,17.05525944,34.96608794
146,6.90930631,8.038920001,2.101096803,0.14480839,20.62901895,760.2982585,760.8077002,87.98122057,1.352555815,14.34552968,18.41287705,39.93829484
147,6.913676997,7.996236472,2.047601827,0.147554564,21.40300537,759.7405418,760.2560715,87.05437674,1.333261183,15.20752917,18.99465792,30.45119827
148,6.91698575,7.965675611,1.945561899,0.153522393,22.2559152,759.2525091,759.7746175,85.61802455,1.314739438,16.3538228,19.55929996,18.41337784
149,6.93124099,7.978880266,1.817419861,0.169711591,23.12586113,758.8845927,759.4208995,82.44454684,1.313680146,18.308778,19.78754923,-1.206363444
150,6.914705994,7.941975891,1.777923639,0.172770049,23.97471235,758.4126023,758.9596271,80.80038256,1.329014533,19.27297642,20.28611231,-0.888151415
151,6.861626486,7.842259327,1.829158256,0.160267265,24.80110368,757.8333826,758.3855692,81.12090454,1.35913513,19.02537794,21.14337272,22.58260978
152,6.801965921,7.753822668,1.933210385,0.149264223,25.57057233,757.3031901,757.866266,80.8001648,1.418760438,18.87091505,21.79806258,51.90604292
153,6.724362042,7.652148955,2.120612891,0.133897062,26.26524091,756.7756908,757.3525727,80.6787714,1.508956341,18.33680039,22.39845609,94.62920442
154,6.694824062,7.671209433,2.301237087,0.139055027,26.89539643,756.1072874,756.6880723,81.26049554,1.531249429,18.12019318,23.11590936,123.1294361
155,6.721813244,7.831027061,2.472672091,0.168633474,27.44216396,755.3004951,755.8754293,82.36506287,1.480169658,18.37937978,23.89912384,134.1590149
156,6.764653929,8.04905974,2.706922348,0.206254756,27.87525886,754.3909533,754.9542672,84.43089221,1.404725038,18.39137584,24.77477265,147.4052375
157,6.84199351,8.364713736,2.986126574,0.259172301,28.18286445,753.3413206,753.8840118,87.58038873,1.279244346,18.34600847,25.7712704,155.6347692
158,6.928958101,8.308375094,3.059825775,0.27591509,28.32292376,752.8338861,753.3639464,89.36344841,1.254931452,18.02870723,26.2995363,189.8557778
159,7.022592741,7.831929011,2.912156256,0.250903404,28.27499812,752.9277029,753.4541547,89.71247716,1.346215513,17.32996459,26.32026952,254.5120969
160,7.15165424,7.191954738,2.649477689,0.214893215,28.03749339,753.2667675,753.7875917,89.94008472,1.459013579,16.49456908,26.13536314,329.0207329
161,7.31129207,6.257396311,2.202555907,0.153751902,27.58623816,754.0379409,754.5551917,89.46062846,1.633138383,15.43375591,25.58940812,422.1698702
162,7.39377802,5.790620316,1.929210186,0.124321185,27.46936511,754.2289843,754.7476144,89.08582706,1.728354804,15.05389587,25.40029678,454.1052028
163,7.393194176,5.865170344,1.855914064,0.13276919,27.72812089,753.7450529,754.2695843,88.93060736,1.72718607,15.46134102,25.63623219,416.0454405
164,7.357847944,6.002326786,1.748454624,0.139690454,28.07470574,753.2333671,753.7702535,88.11952026,1.730057075,16.14515438,25.81952539,353.2748268
165,7.258870246,6.402753388,1.695090488,0.159854184,28.65578873,752.4308773,752.9875269,86.82893964,1.699799544,17.36376777,26.13429458,243.4326005
166,7.199870749,6.602120171,1.671694616,0.162183496,28.91198368,752.2821593,752.847051,85.89749845,1.6440527,17.99691133,26.1868589,182.0459066
167,7.188338538,6.536067566,1.661586297,0.141124189,28.7904641,752.9117484,753.4724799,85.27162731,1.569793458,17.93812029,25.91073803,178.5033684
168,7.148608214,6.596937526,1.74873238,0.123660543,28.68721049,753.6513847,754.2056796,84.65899875,1.441908437,17.95379466,25.64553498,167.3782362
169,7.104921624,6.667284678,1.929548728,0.101357348,28.46256029,754.7563854,755.2972367,84.24251791,1.261197386,17.7594892,25.28623894,173.0799368
170,7.080093696,6.809027411,1.955957024,0.096442436,28.25214749,755.5250382,756.0613289,83.78648284,1.211299239,17.63453128,24.97243844,179.7470384
171,7.06940127,7.068739855,1.823183204,0.113712824,28.09901468,755.848855,756.3912081,83.28641833,1.302035717,17.65570222,24.75089089,181.7326713
172,7.08059548,7.326636753,1.651765191,0.135912679,27.8262571,756.2763597,756.8238344,83.00997537,1.444859247,17.45584744,24.4718841,206.8489059
173,7.119300475,7.608931382,1.38157808,0.169853846,27.47186708,756.6168876,757.1725883,82.92439507,1.687847894,17.10629866,24.18103219,251.4078538
174,7.136542255,7.755474901,1.238603115,0.187381153,26.92699093,757.2729492,757.8312806,81.70525068,1.789010669,17.11786864,23.35989826,250.5927195
175,7.132446245,7.733247694,1.245429322,0.184857905,26.15440899,758.3262328,758.8798449,79.27246678,1.726452943,17.48427757,21.94125541,203.1765669
176,7.136520967,7.638875093,1.243913774,0.181683936,25.23152126,759.427962,759.9768848,76.24447534,1.657500297,18.01089695,20.20714542,138.0998593
177,7.138385286,7.419717067,1.291337044,0.170191164,24.11625559,760.6930545,761.2348207,72.26594239,1.520135406,18.82079629,18.00481221,39.27570469
178,7.146714948,7.404915244,1.291069525,0.166860822,22.96655526,761.6270124,762.1619589,70.67914617,1.463140682,19.18349898,16.46661531,-12.37036541
179,7.164772115,7.623933564,1.222476759,0.174294922,21.79469927,762.1503214,762.6796406,71.79538597,1.509619705,19.0390786,15.69807503,-9.615276248
180,7.180832306,7.870310185,1.178048698,0.178091663,20.48280889,762.5914281,763.1128625,73.71921255,1.537320677,18.84077748,15.02279903,-4.790973955
181,7.197507276,8.229578214,1.131044516,0.182526793,19.06815878,762.8052535,763.317351,77.3550193,1.585752465,18.40166104,14.74221361,22.8141604
182,7.21696979,8.524784529,1.175668419,0.181977305,17.95316356,763.2928472,763.8055216,78.09715068,1.591957848,18.21133693,13.8643355,32.77949282
183,7.237791648,8.729891624,1.331381833,0.174379613,17.16797543,764.1115884,764.6354537,75.46954513,1.538732111,18.33807081,12.27393839,18.39781683
184,7.260898486,9.001645125,1.532795364,0.165701028,16.55274744,764.8931324,765.4340835,72.44807031,1.487699835,18.3923265,10.70309487,16.17808311
185,7.286301143,9.295586563,1.809494257,0.153996951,16.22290979,765.766279,766.3333522,67.81615455,1.419534802,18.50179383,8.896821655,15.65810314
186,7.303782217,9.492120712,1.982411322,0.146864953,15.91694702,766.3207003,766.9032616,65.30827005,1.370169888,18.55451362,7.779311049,15.00942673
187,7.312490359,9.596387654,2.032526455,0.145558306,15.6302869,766.4868516,767.0727412,65.42849329,1.348790122,18.50557107,7.500484466,18.0177419
